Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,STJ,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,STT,0,0,0,0,22490000000.0,-8900000000.0,10.94,9.4,-1.52,1.93,1.03,-0.76,,19.76,27.63,0.94,9.59,11650000000.0,30.93,-6.1,11970000000.0,,2100000000.0,5.52,-19.9,72530000000.0,194.68,37450000000.0,,,58.42,6980000000.0,,1.62,56.24,64.5,3300000.0,373160000.0,352140000.0,0.32,89.86,4590000.0,1.11,1.22,5500000.0
0,0,STX,0,0,0,0,13240000000.0,16370000000.000002,9.3,10.02,1.48,1.22,7.84,1.51,7.29,13.73,15.68,12.08,97.61,10850000000.0,38.08,-17.5,3370000000.0,2250000000.0,1490000000.0,5.14,-48.8,1390000000.0,5.01,4520000000.0,267.73,1.62,6.1,1780000000.0,837370000.0,1.9,46.59,46.03,2830000.0,276840000.0,245830000.0,56.34,0.0,17360000.0,6.5,7.77,18390000.0
0,0,STZ,0,0,0,0,39050000000.0,53070000000.0,16.18,21.56,3.73,4.78,3.19,6.5,17.65,29.96,32.75,6.42,21.48,8170000000.0,42.85,2.4,4099999999.9999995,3010000000.0,2450000000.0,12.61,,98700000.0,0.52,14000000000.0,112.11,1.22,63.89,2340000000.0,800250000.0,1.13,194.54,185.09,1570000.0,167210000.0,159770000.0,5.3,84.69,8119999.999999999,4.7,5.09,7130000.0
0,0,SWK,0,0,0,0,23130000000.0,29460000000.0,34.33,16.16,2.22,1.63,3.09,2.07,13.43,4.69,11.66,4.97,8.16,14220000000.0,96.2,3.2,4920000000.0,2190000000.0,667200000.0,4.44,21.4,310700000.0,2.05,5890000000.0,71.58,0.95,49.28,1480000000.0,1570000000.0,1.49,144.79,137.7,1140000.0,151360000.0,140620000.0,0.26,89.62,2029999.9999999998,2.3,1.34,2210000.0
0,0,SWN,0,0,0,0,1100000000.0,3050000000.0,1.25,3.34,-0.17,0.28,0.37,0.78,2.25,23.47,20.78,7.21,35.98,3930000000.0,6.94,7.6,1850000000.0,1360000000.0,924000000.0,1.627,185.6,367000000.0,0.68,2320000000.0,78.96,0.94,5.45,1300000000.0,-60250000.0,0.99,2.8671,3.9006,17030000.0,541210000.0,536350000.0,0.56,102.75,137070000.0,7.48,40.71,120330000.0
0,0,SWY,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SYK,0,0,0,0,80160000000.0,87260000000.0,22.95,23.83,2.53,5.64,6.72,6.14,21.76,24.99,22.94,8.5,33.17,14200000000.0,37.98,9.9,8980000000.0,4010000000.0,3550000000.0,9.35,6.2,1840000000.0,4.92,8870000000.0,74.27,2.07,31.92,2490000000.0,1860000000.0,1.01,204.95,189.84,1020000.0,373810000.0,328600000.0,7.92,76.13,3420000.0,3.38,1.03,2760000.0
0,0,SYMC,0,0,0,0,14050000000.0,16460000000.0,528.6,12.42,1.33,2.97,2.5,3.48,16.46,0.65,13.13,2.45,0.3,4730000000.0,7.49,-1.7,3680000000.0,1000000000.0,16000000.0,0.04,,2040000000.0,3.31,4450000000.0,77.59,0.85,9.11,1500000000.0,1310000000.0,1.41,22.15,22.0,9280000.0,639220000.0,573200000.0,1.03,93.33,8220000.000000001,0.66,1.48,16129999.999999998
0,0,SYY,0,0,0,0,36440000000.0,44650000000.0,23.47,18.7,1.84,0.61,15.42,0.75,13.13,2.65,4.4,8.96,66.36,59950000000.0,115.62,2.2,11090000000.0,3400000000.0,1590000000.0,3.02,33.3,521620000.0,1.01,8700000000.0,362.96,1.3,4.6,2400000000.0,1700000000.0,0.68,71.46,68.84,2280000.0,513980000.0,513030000.0,0.21,81.71,8830000.0,4.22,1.83,10600000.0
0,0,T,0,0,0,0,249470000000.0,442000000000.0,14.42,9.43,4.33,1.36,1.35,2.41,7.25,9.47,18.36,3.89,9.66,183520000000.0,25.11,15.3,91340000000.0,60960000000.0,17390000000.0,2.37,-27.7,8420000000.0,1.15,191130000000.0,98.48,0.71,25.22,49760000000.0,44340000000.0,0.81,33.04,31.47,28010000.0,6500000000.0,7300000000.0,0.07,55.44,101660000.0,3.87,1.4,90110000.0
0,0,TAP,0,0,0,0,12260000000.0,22580000000.0,12.39,11.81,-304.75,1.14,0.9,2.1,9.39,9.22,14.72,3.29,7.27,10740000000.0,49.69,-1.2,4190000000.0000005,2410000000.0,989800000.0,4.57,-45.6,234400000.0,1.08,10340000000.0,74.42,0.56,63.06,1920000000.0,850650000.0,0.97,55.25,59.44,1580000.0,196190000.0,175700000.0,11.69,86.43,8310000.000000001,6.14,4.55,8109999.999999999
0,0,TDC,0,0,0,0,4280000000.0000005,4190000000.0000005,162.44,18.09,1.33,2.01,9.16,1.97,32.48,1.27,2.21,1.27,4.86,2130000000.0,18.0,-7.5,1030000000.0,129000000.0,27000000.0,0.22,,723000000.0,6.17,633000000.0,135.55,1.42,3.99,229000000.0,77120000.0,1.2,35.79,41.25,1260000.0,117100000.0,115690000.0,0.01,26.7,13250000.0,10.45,15.05,13000000.0
0,0,TE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TEG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TEL,0,0,0,0,31500000000.0,35030000000.0,10.26,16.17,1.6,2.31,2.97,2.57,11.6,22.94,17.09,7.53,32.26,13660000000.0,40.05,-5.4,4750000000.0,3020000000.0,3240000000.0,9.12,66.7,546000000.0,1.62,4070000000.0000005,38.34,1.47,31.58,2470000000.0,1400000000.0,1.24,92.98,86.91,1250000.0,339180000.0,335610000.0,68.53,0.0,1980000.0,1.72,0.58,2100000.0
0,0,TER,0,0,0,0,9660000000.0,9210000000.0,21.73,18.24,1.88,4.5,6.52,4.29,15.04,21.93,23.01,11.01,29.22,2140000000.0000002,12.09,7.1,1220000000.0,612270000.0,470300000.0,2.59,-3.6,895330000.0,5.23,451740000.0,30.53,3.46,8.64,590220000.0,308130000.0,1.6,47.17,42.75,2210000.0,171400000.0,170310000.0,0.57,103.71,9080000.0,5.05,5.27,7850000.0
0,0,TGT,0,0,0,0,44600000000.0,58080000000.0,15.23,13.8,1.78,0.59,4.01,0.76,8.52,3.95,5.68,6.8,26.98,76200000000.0,145.62,5.0,22060000000.0,6810000000.0,3000000000.0,5.72,10.7,1170000000.0,2.29,14650000000.0,131.74,0.88,21.7,5780000000.0,1480000000.0,0.84,87.36,78.82,5110000.0,515510000.0,511460000.0,0.16,85.83,20940000.0,5.12,4.07,21650000.0
0,0,THC,0,0,0,0,2270000000.0,20100000000.0,,7.89,0.39,0.13,,1.11,7.36,-0.04,10.59,5.19,14.13,18160000000.0,177.23,-3.3,6660000000.0,2730000000.0,-17000000.0,-0.07,,252000000.0,2.44,15830000000.0,749.27,1.23,-1.3,946000000.0,665880000.0,1.94,19.87,23.4,1670000.0,102500000.0,82980000.0,2.53,104.42,11880000.0,7.59,19.66,10310000.0
0,0,TIBX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TIF,0,0,0,0,11320000000.0,12780000000.0,20.09,17.47,2.2,2.57,3.58,2.9,13.19,12.9,16.6,7.81,17.68,4410000000.0,36.12,-2.9,2810000000.0,968600000.0,569300000.0,4.64,-12.0,762700000.0,6.28,2200000000.0,69.41,4.17,26.02,463100000.0,200990000.0,1.41,92.94,95.79,1610000.0,121420000.0,113570000.0,0.95,98.78,12120000.0,8.35,11.27,11220000.0
0,0,TJX,0,0,0,0,67620000000.00001,76580000000.0,22.84,19.5,2.43,1.71,13.18,1.94,15.21,7.69,10.61,14.37,58.56,39560000000.0,32.12,6.8,11140000000.0,5040000000.0,3040000000.0,2.44,-2.3,2240000000.0,1.84,11200000000.0,218.23,1.23,4.23,3510000000.0,2080000000.0,0.9,54.11,52.23,5830000.0,1210000000.0,1210000000.0,0.06,93.42,14300000.0,2.52,1.18,13600000.0
0,0,TM,0,0,0,0,190740000000.0,186870000000.0,8.07,,,,1.07,,,6.23,0.0,3.02,10.05,,,2.2,,,,16.36,-4.4,,,,101.5,1.04,123.5,,,0.72,126.94,122.58,1490000000.0,1490000000.0,1080000000.0,0.0,0.75,2.65,2.65,,3.52
0,0,TMK,0,0,0,0,10220000000.0,11670000000.0,14.69,12.94,1.8,2.32,1.69,2.65,11.87,16.26,22.04,,,4400000000.0,39.6,4.2,1230000000.0,983580000.0,715410000.0,6.33,1.2,193100000.0,1.76,1650000000.0,27.3,,54.98,,,1.01,90.23,85.78,109940000.0,109940000.0,101180000.0,1.84,78.78,3260000.0,7.09,3.42,3300000.0
0,0,TMO,0,0,0,0,114880000000.0,131639999999.99998,32.8,21.21,2.13,4.62,4.0,5.29,20.79,14.24,16.43,4.51,12.84,24870000000.0,62.01,3.9,10870000000.0,6330000000.0,3540000000.0,8.76,48.8,2290000000.0,5.72,19040000000.0,66.27,1.5,71.82,4960000000.0,4130000000.0,1.21,292.1,268.39,1440000.0,399970000.0,399180000.0,0.19,90.67,2870000.0,2.06,0.72,2680000.0
0,0,TRIP,0,0,0,0,6480000000.0,5840000000.0,49.05,21.28,1.54,4.02,4.3,3.62,23.64,8.31,12.15,5.29,9.25,1610000000.0,11.7,-0.5,1530000000.0,247000000.0,134000000.0,0.95,420.0,811000000.0,5.83,172000000.0,11.41,2.04,10.84,413000000.0,329620000.0,0.58,46.04,50.85,1680000.0,126230000.0,107370000.0,15.1,101.58,12210000.0,8.89,11.62,11840000.0
0,0,TROW,0,0,0,0,27140000000.0,26500000000.0,14.5,14.12,4.62,5.0,4.12,4.89,10.66,36.43,42.7,17.23,27.19,5420000000.0,22.72,3.7,3130000000.0,2490000000.0,1930000000.0,7.95,17.5,1800000000.0,7.65,154900000.0,2.04,2.28,27.93,1640000000.0,1720000000.0,1.03,108.92,102.52,1070000.0,236480000.0,228410000.0,2.78,74.19,4520000.0,4.15,1.96,5480000.0
0,0,TRV,0,0,0,0,39040000000.0,42200000000.0,14.97,12.9,1.28,1.26,1.54,1.36,9.75,8.65,11.39,2.08,11.19,31020000000.0,117.72,4.8,7610000000.0,4330000000.0,2660000000.0,10.02,6.3,3900000000.0,14.99,6950000000.0,27.46,0.39,97.28,4470000000.0,9280000000.0,0.8,151.3,139.06,1230000.0,261269999.99999997,253550000.0,0.48,82.0,5400000.0,4.8,2.07,4010000.0
0,0,TSLA,0,0,0,0,40630000000.0,49790000000.0,,50.23,-1.2,1.63,7.05,2.0,21.04,-2.64,1.34,0.7,-9.54,24940000000.0,144.04,58.7,4040000000.0,2370000000.0,-659470000.0,-3.85,,4950000000.0,28.05,13030000000.0,182.16,1.06,32.35,2850000000.0,1400000000.0,0.34,232.57,261.52,11060000.0,172720000.0,130630000.0,24.98,62.93,41410000.0,4.85,30.7,41460000.0
0,0,TSN,0,0,0,0,29540000000.0,41690000000.0,14.47,12.2,2.51,0.73,2.2,1.02,10.16,5.05,7.64,6.41,16.03,40690000000.0,111.78,6.9,5230000000.0,4099999999.9999995,2060000000.0,5.6,35.2,362000000.0,0.99,12370000000.0,91.27,1.38,36.79,2760000000.0,1590000000.0,0.6,80.82,71.72,2810000.0,294800000.0,289860000.0,2.53,90.29,4810000.0,1.7,1.93,6110000.0
0,0,TSO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TSS,0,0,0,0,24180000000.0,28090000000.0,41.8,24.61,2.43,5.93,10.27,6.89,24.5,14.63,21.18,7.05,24.48,4080000000.0,22.5,4.8,1540000000.0,1150000000.0,596420000.0,3.27,13.9,494650000.0,2.8,4410000000.0,187.61,2.17,13.3,1060000000.0,677880000.0,0.51,130.4,105.43,1680000.0,176940000.0,174320000.0,1.64,82.69,4240000.0,3.81,2.42,2880000.0
0,0,TWC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TWX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TXN,0,0,0,0,119770000000.0,121360000000.0,23.43,22.06,2.39,7.86,14.11,7.96,16.93,34.98,40.73,21.6,55.76,15240000000.0,16.06,-8.7,10280000000.0,7170000000.0,5300000000.0,5.47,-7.1,4219999999.9999995,4.51,5810000000.0,68.43,3.01,9.08,7150000000.0,4510000000.0,1.26,115.86,109.87,4690000.0,983110000.0,932400000.0,0.29,88.04,19420000.0,5.13,2.07,18510000.0
0,0,TXT,0,0,0,0,11520000000.0,15110000000.0,9.98,12.48,1.43,0.87,2.16,1.14,9.53,9.07,8.75,4.95,22.53,13290000000.0,55.75,-13.4,2350000000.0,1590000000.0,1200000000.0,5.01,-3.1,775000000.0,3.37,4370000000.0,81.9,2.17,23.19,649000000.0,594250000.0,1.89,51.36,51.41,1500000.0,232760000.0,229180000.0,0.26,84.79,5230000.0,4.05,2.92,5210000.0
0,0,TYC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,UA,0,0,0,0,11610000000.0,11900000000.0,1726.43,,,2.23,5.32,2.28,31.33,0.12,3.8,2.84,0.32,5210000000.0,11.65,1.6,2360000000.0,380030000.0,6420000.0,0.01,,288730000.0,0.64,1290000000.0,63.04,2.02,4.55,516419999.99999994,405400000.0,0.98,23.28,20.49,2180000.0,228550000.0,379910000.0,15.56,67.89,10660000.0,6.04,,10740000.0
0,0,UNH,0,0,0,0,240380000000.0,271040000000.00003,19.01,15.19,1.24,1.02,4.37,1.15,13.16,5.51,7.91,7.25,24.2,235880000000.0,246.73,8.0,53850000000.0,20600000000.0,12990000000.0,13.31,12.7,17270000000.0,17.91,42270000000.0,72.81,0.67,57.94,12440000000.0,4400000000.0,0.68,250.78,248.77,4160000.0,950340000.0,957850000.0,0.59,88.17,7160000.0,1.81,0.76,7680000.0
0,0,UNM,0,0,0,0,6990000000.0,8820000000.0,13.54,5.69,1.0,0.6,0.77,0.75,9.65,4.54,6.92,0.8,5.72,11690000000.0,53.67,3.0,2570000000.0,913400000.0,530799999.99999994,2.43,2.7,1260000000.0,5.93,3080000000.0,34.04,11.28,42.68,1750000000.0,-163300000.0,1.6,33.13,34.67,1930000.0,211880000.0,210890000.0,0.46,97.11,6290000.0,3.22,3.36,6650000.0
0,0,UNP,0,0,0,0,122750000000.0,148950000000.0,20.68,17.1,1.56,5.42,6.76,6.57,13.65,26.95,38.44,9.05,32.08,22670000000.0,31.38,-1.3,11760000000.0,10920000000.0,6110000000.0,8.43,4.0,1110000000.0,1.57,27310000000.0,150.27,0.72,25.78,8550000000.000001,3580000000.0,1.16,170.16,168.01,3150000.0,770250000.0,703400000.0,0.33,81.34,4800000.0,1.63,0.67,7040000.0
0,0,UPS,0,0,0,0,103790000000.0,119210000000.0,22.01,14.83,2.11,1.43,23.42,1.64,15.14,6.56,7.81,7.22,140.35,72500000000.0,83.72,3.4,13130000000.0,7870000000.0,4760000000.0,5.48,13.5,4800000000.0,5.58,20430000000.0,461.84,1.09,5.15,9720000000.0,3320000000.0,1.42,103.65,105.4,3340000.0,697530000.0,697840000.0,0.01,69.88,12430000.0,4.53,1.78,13240000.0
0,0,URBN,0,0,0,0,2280000000.0,3070000000.0,8.75,8.66,0.89,0.58,1.67,0.77,6.33,7.31,9.37,8.74,20.71,3960000000.0,36.9,1.0,1350000000.0,484620000.0,289330000.0,2.66,-21.0,520360000.0,5.31,1310000000.0,90.24,1.76,13.98,418400000.0,299020000.0,0.79,23.23,27.99,2760000.0,97970000.0,70810000.0,37.7,81.25,9190000.0,3.55,11.71,11510000.0
0,0,USB,0,0,0,0,90890000000.0,137610000000.0,13.46,12.84,2.26,4.32,1.94,6.54,,34.19,42.61,1.53,13.91,21030000000.0,13.08,4.5,20810000000.0,,6860000000.0,4.26,4.1,16930000000.0,10.69,56040000000.0,,,29.63,,,1.19,53.44,51.48,5230000.0,1590000000.0,1450000000.0,0.14,77.11,16280000.000000002,3.37,1.02,18150000.0
0,0,UTX,0,0,0,0,117040000000.0,159480000000.0,22.1,15.5,1.97,1.61,2.84,2.2,12.48,7.13,13.31,5.02,14.55,72550000000.0,87.18,17.5,16660000000.0,12780000000.0,5170000000.0,6.14,-7.2,6820000000.0,7.98,48090000000.0,111.61,1.05,47.7,7380000000.0,4780000000.0,1.34,130.22,128.42,3580000.0,862290000.0,764590000.0,0.09,81.86,5340000.0,1.58,0.69,5420000.0
0,0,V,0,0,0,0,412010000000.0,410350000000.0,35.27,29.39,2.13,18.5,13.54,18.42,27.28,53.43,66.04,13.28,34.84,22270000000.0,10.12,11.5,19920000000.0,15040000000.0,11480000000.0,5.21,33.1,11180000000.0,5.14,16690000000.000002,47.7,1.69,13.57,11990000000.0,8550000000.000001,0.83,175.75,158.29,6850000.0,1740000000.0,1720000000.0,0.1,94.93,29660000.0,4.35,1.69,30690000.0
0,0,VALE,0,0,0,0,68050000000.0,68050000000.0,20.48,6.81,1.93,,1.58,,,10.27,0.0,9.17,8.79,,,10.8,53280000000.0,,,0.65,,,,,53.41,1.21,8.42,,,0.32,13.51,12.96,19750000.0,5130000000.0,3150000000.0,0.07,20.37,21520000.0,1.12,,23810000.0
0,0,VAR,0,0,0,0,10980000000.0,10880000000.0,32.86,22.91,3.72,3.49,6.3,3.46,18.75,10.73,15.94,8.78,20.79,3150000000.0,34.57,16.5,1270000000.0,580200000.0,337600000.0,3.67,-59.5,523400000.0,5.75,400800000.0,22.83,1.29,19.16,,,0.94,134.08,133.31,90950000.0,90950000.0,90750000.0,0.26,95.14,1790000.0,3.5,2.2,1590000.0
0,0,VFC,0,0,0,0,35190000000.0,37790000000.0,30.96,22.78,4.85,2.52,8.47,2.7,16.13,8.22,13.85,11.74,32.86,13980000000.0,35.33,-18.5,7090000000.0,2340000000.0,1290000000.0,2.86,-69.3,606080000.0,1.53,3240000000.0,78.1,2.04,10.46,1320000000.0,2049999999.9999998,1.43,87.45,83.45,1870000.0,397150000.0,394100000.0,0.67,86.2,5450000.0,3.38,1.66,5840000.0
0,0,VIAB,0,0,0,0,12710000000.0,21260000000.0,7.74,7.27,2.14,1.0,1.57,1.66,7.01,12.63,22.1,7.65,20.94,12770000000.0,31.68,-6.0,6060000000.0,3030000000.0,1580000000.0,4.0,41.4,486000000.0,1.21,8960000000.0,108.23,1.29,19.78,2240000000.0,6520000000.0,1.04,30.43,29.31,3670000.0,353640000.0,362780000.0,0.28,96.09,20840000.0,5.51,5.9,19960000.0
0,0,VITC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,VLO,0,0,0,0,35180000000.0,44250000000.0,13.85,8.46,1.76,0.33,1.65,0.41,7.51,2.39,3.49,,,107150000000.0,255.73,-2.1,7440000000.0,5890000000.0,2550000000.0,6.09,-27.6,2780000000.0,6.66,11380000000.0,52.23,,51.07,,,1.65,81.79,82.95,3440000.0,417240000.0,415840000.0,0.34,81.53,6020000.0,1.87,1.45,6120000.0
0,0,VMC,0,0,0,0,18070000000.0,21380000000.0,32.28,23.71,1.47,3.88,3.37,4.6,17.77,12.12,18.09,5.18,10.89,4650000000.0,35.19,10.6,1100000000.0,1200000000.0,565990000.0,4.24,23.7,26030000.0,0.2,3320000000.0,61.73,1.89,40.61,858930000.0,355720000.0,0.89,135.45,121.24,1040000.0,132090000.0,131880000.0,0.23,98.78,3950000.0,4.92,3.37,4900000.0
0,0,VNO,0,0,0,0,12200000000.0,24300000000.0,20.96,42.05,1.98,5.57,3.43,11.09,23.93,28.96,27.45,2.18,10.72,2190000000.0,11.5,2.9,1190000000.0,1020000000.0,583240000.0,3.05,1904.4,326660000.0,1.71,9200000000.0,154.4,1.27,18.62,601340000.0,1190000000.0,0.93,65.38,67.04,1110000.0,190740000.0,176420000.0,9.5,90.14,3380000.0,4.01,2.29,2630000.0
0,0,VPRT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,VRSN,0,0,0,0,25810000000.0,26210000000.0,41.55,38.06,5.14,21.06,,21.38,31.27,51.38,64.52,26.01,,1230000000.0,10.19,1.3,1020000000.0,837960000.0,629940000.0,5.21,14.9,1220000000.0,10.35,1800000000.0,,1.39,-12.02,758140000.0,502020000.0,0.84,212.53,189.88,119410000.0,119410000.0,96780000.0,1.12,96.5,1260000.0,2.09,1.2,1340000.0
0,0,VTR,0,0,0,0,24870000000.0,35660000000.0,48.15,50.02,7.41,6.69,2.3,9.59,19.68,13.46,24.49,2.49,4.62,3720000000.0,10.39,0.6,2009999999.9999998,1810000000.0,500560000.0,1.39,26.4,81990000.0,0.22,10490000000.0,94.51,0.53,29.13,1400000000.0,1120000000.0,0.28,68.43,64.1,2300000.0,356470000.0,371480000.0,0.37,91.09,5880000.0,2.03,2.29,4430000.0
0,0,VZ,0,0,0,0,236070000000.0,371580000000.0,14.75,11.77,4.19,1.8,4.23,2.83,7.65,12.21,23.83,7.13,30.11,131220000000.0,31.72,1.1,75660000000.0,48580000000.0,16010000000.000002,3.87,10.7,2320000000.0,0.56,136229999999.99998,237.09,0.87,13.51,34770000000.0,17320000000.0,0.51,57.19,57.13,13000000.0,4130000000.0,4130000000.0,0.03,68.11,31410000.0,2.54,0.76,27980000.0
0,0,WAG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WAT,0,0,0,0,15120000000.0,15200000000.0,27.89,21.11,2.19,6.29,15.77,6.32,18.31,24.59,30.19,11.72,38.33,2400000000.0,31.96,-3.2,1430000000.0,830000000.0,590830000.0,7.8,-2.6,1170000000.0,16.8,1240000000.0,128.47,3.44,13.8,604380000.0,347600000.0,1.08,213.72,223.71,69480000.0,69480000.0,66110000.0,4.85,98.52,3860000.0,6.21,6.16,3570000.0
0,0,WDC,0,0,0,0,16550000000.0,23440000000.0,85.87,16.87,-0.85,0.92,1.62,1.3,6.86,1.1,8.54,3.45,1.85,18050000000.0,61.56,-26.7,7710000000.0,3420000000.0,199000000.0,0.66,,3700000000.0,12.62,10580000000.0,103.63,2.11,34.86,2240000000.0,1760000000.0,2.19,47.12,46.64,6410000.0,293000000.0,291610000.0,0.34,86.15,21300000.0,2.79,8.25,17910000.0
0,0,WEC,0,0,0,0,27340000000.0,39320000000.0,25.19,23.23,4.18,3.52,2.74,5.06,16.68,14.02,19.22,2.85,11.0,7770000000.0,24.63,4.0,2510000000.0,2360000000.0,1090000000.0,3.44,7.7,30600000.0,0.1,11890000000.0,117.58,0.69,31.65,2290000000.0,-610750000.0,0.23,85.01,78.75,1530000.0,315440000.0,314760000.0,0.22,77.25,10600000.0,6.34,3.8,10400000.0
0,0,WFC,0,0,0,0,217890000000.0,223040000000.0,10.18,10.53,1.18,2.6,1.23,2.66,,28.84,36.53,1.29,12.09,83700000000.0,18.13,-0.1,84700000000.0,,22520000000.0,4.84,19.7,383240000000.0,86.71,365220000000.0,,,40.12,,,1.19,46.64,47.87,18840000.0,4490000000.0,3980000000.0,77.8,0.0,27370000.0,1.55,0.6,29210000.0
0,0,WFM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WGO,0,0,0,0,1260000000.0,1520000000.0,11.56,9.97,0.73,0.63,2.09,0.76,8.29,5.51,8.02,9.74,19.79,1990000000.0,63.13,-5.9,299840000.0,183260000.0,109720000.0,3.46,11.2,4179999.9999999995,0.13,259570000.0,43.05,1.91,19.14,105180000.0,36230000.0,1.28,38.25,33.73,31870000.0,31870000.0,29000000.0,3.14,97.44,4310000.0,8.24,15.95,4730000.0
0,0,WHR,0,0,0,0,9460000000.0,16899999999.999998,10.45,8.96,2.11,0.45,3.41,0.81,8.93,4.39,6.13,4.12,26.59,20930000000.0,326.42,0.9,3540000000.0,1890000000.0,918000000.0,14.26,,1180000000.0,18.54,7700000000.0,209.93,0.84,43.63,992000000.0,864750000.0,1.98,142.4,135.62,1240000.0,63340000.0,62880000.0,1.01,95.9,3870000.0,6.14,8.17,3720000.0
0,0,WIN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235,1.1412,,,,,,,,,
0,0,WLP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WM,0,0,0,0,50330000000.0,64540000000.00001,28.94,25.48,3.17,3.29,7.77,4.22,14.96,11.49,18.25,7.27,28.08,15310000000.0,35.96,5.5,5670000000.0,4310000000.0,1760000000.0,4.09,-23.6,2250000000.0,5.3,13130000000.0,203.0,1.7,15.26,3690000000.0,1210000000.0,0.6,116.15,105.53,1620000.0,424680000.0,423150000.0,0.34,81.45,3400000.0,2.04,0.8,3710000.0
0,0,WMB,0,0,0,0,30450000000.0,55260000000.0,,22.04,2.42,3.52,2.12,6.39,14.83,-1.29,23.3,2.71,0.87,8650000000.0,8.09,-1.6,4330000000.0,3730000000.0,-114000000.0,-0.11,28.3,43000000.0,0.04,23500000000.0,149.45,0.31,11.87,3370000000.0,-646370000.0,1.41,27.64,27.52,6790000.0,1210000000.0,1210000000.0,0.13,91.82,23500000.0,3.75,2.19,23150000.0
0,0,WMT,0,0,0,0,322640000000.0,396010000000.0,39.55,22.38,6.3,0.63,4.74,0.77,12.14,1.62,4.25,6.23,11.5,515640000000.0,177.27,1.0,129100000000.0,32619999999.999996,8380000000.000001,2.86,80.0,9260000000.0,3.24,75920000000.0,101.35,0.77,23.83,26150000000.0,12460000000.0,0.66,111.57,102.36,5840000.0,2850000000.0,1410000000.0,52.02,30.32,16830000.0,3.32,1.22,15720000.0
0,0,WPO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WPX,0,0,0,0,4240000000.0,6800000000.0,19.55,14.13,0.21,1.8,1.0,2.89,5.49,9.27,16.84,2.98,5.33,2350000000.0,5.68,27.8,1670000000.0,1240000000.0,216000000.0,0.51,,6000000.0,0.01,2570000000.0,60.47,0.7,10.06,1010000000.0,-741250000.0,1.94,10.81,12.25,7370000.0,422270000.0,417690000.0,1.1,99.7,28950000.0,4.04,7.79,21880000.0
0,0,WTW,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WU,0,0,0,0,9080000000.0,11870000000.0,11.69,11.03,8.86,1.64,,2.14,8.73,14.65,19.81,7.36,,5540000000.0,12.41,-3.8,2290000000.0,1360000000.0,811400000.0,1.8,-19.0,836000000.0,1.94,3630000000.0,,0.33,-0.86,928200000.0,-553360000.0,0.69,20.24,19.05,5550000.0,430710000.0,429110000.0,0.41,105.52,53950000.0,9.83,16.08,50020000.0
